ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags,Language
9781911171539.0,me and my fear,francesca sanna,"""with its warm palette and gentle scenes of the worried child being
comforted, this book could function as a sequel to sanna's astounding debut
picture book, the journey, which recounted a family's dangerous flight from
their home in a war zone. sanna provides an empathetic exploration of the
adjustment to a new land that all migrants experience.""--new york times
book review “authentic and immediate, the first-person narration draws in
readers and reveals just how easily fear can become overwhelming and
isolating, but can also be controlled when feelings are shared and through
comfort found in friendship. ­like sanna’s the journey, this book about an
immigrant’s experiences tackles a tough topic with honesty, empathy, and a
sense of hopefulness.”—school library journal, starred review “this follow-
up to the journey about a refugee family fleeing a war-torn homeland,
focuses on the young daughter’s apprehension as she adjusts to life in a
new country and a new school.”—the horn book review ""[...] this creative
depiction shows how friendship, empathy, and connection can help bring the
overwhelming down to size for all."" —publishers weekly, starred review “a
universal book that can be used to explain fear to readers and give empathy
to those in a new environment.” —kirkus reviews “it will be a familiar
story for many children, but the girl’s specific fears about language and
difference might make this useful for discussions about newcomers as well.”
—booklist when a young immigrant girl has to travel to a new country and
start at a new school, she is accompanied by her fear who tells her to be
alone and afraid, growing bigger and bigger every day with questions like
""how can you hope to make new friends if you don't understand their
language?"" but this little girl is stronger than her fear. a heart-warming
and timely tale from the bestselling author and illustrator of the journey,
this book shows us the importance of sharing your fear with others--after
all, everyone carries a fear with them, even if it's small enough to fit
into their pocket!",['anxiety/fear'],"[['emotions', 'anxiety', 'fear'], ['social:realizing others have fear']]",no language given
9780763633134.0,"minnies diner,a multiplying menu",dayle anne dodds,nan,"['daily tasks/activities/routines', 'lots of rhyming']","[['math', 'basic math', 'doubling'], ['language:word play'], ['language:rhyming']]",nan
9780374351311.0,music class today,david weinstone,"a group of toddlers enjoys a lively music class including, at last, one
very shy two-year-old boy.",[],nan,english
9780764109959.0,my family's changing,pat thomas,"explains divorce in simple terms and addresses the normal fears, worries,
and questions that children have when families break up",['help others'],"[['family', 'structures'], ['emotions', 'anger', 'sadness', 'confusion'], ['difficult topics:divorce'], ['family:love'], ['change:change'], ['transitions:transitions']]",english
9780525429166.0,my friend maggie,hannah e. harrison,"a sweet and heart-tugging story about bullying, friendship, and fitting in,
perfect for readers of stand tall, molly lou melon paula and maggie have
been friends forever. paula thinks maggie is the best—until mean girl
veronica says otherwise. suddenly, paula starts to notice that maggie is
big and clumsy, and her clothes are sort of snuggish. rather than sticking
up for maggie, paula ignores her old friend and plays with veronica
instead. luckily, when veronica turns on paula, maggie’s true colors shine
through. this moving friendship story has all the heart and emotion of the
giving tree and kevin henkes's chrysanthemum. the gorgeous artwork and
important message make this a book to treasure. it’s truly a classic in the
making.",[],nan,english
9780972365802.0,my hair is poofy & that's okay,nikkolas smith,children's book showing that character defines you; not your hair style.,[],nan,english
9781250057112.0,my name is yoon,helen recorvits,nan,[],"[['language', 'word learning', 'differences'], ['culture', 'differences'], ['family', 'pride'], ['language:alphabet'], ['language:meaning'], ['immigration:immigration'], ['leaving comfort zone:leaving comfort zone'], ['starting at a new school:starting at a new school'], ['imagination:imagination'], ['creativity:creativity'], ['names have meaning:names have meaning'], ['social:friendship']]",no language given
9781534486003.0,my pet feet,josh funk & billy yong,"after awakening to find that her pet ferret is now pet feet, a young girl
discovers that the letter ""r"" has disappeared and its absence is causing
chaos throughout her town.",[],nan,english
9781925335774,my storee,paul russell and aska,nan,[],"[['(dis)ability', 'dyslexia'], ['imagination'], ['knowledge'], ['education'], ['acceptance'], ['understanding'], ['uniqueness:uniqueness']]",no language given
9780593109915.0,my town mi pueblo,nicholas solis,"in this bilingual picture book, cousins from opposite sides of the border
visit each other’s towns and delight in their similarities and differences.
two cousins live in two towns, separated by a river. but there is also a
bigger divide—the us-mexico border—which means they live in different
countries. on the girl’s side, english is the main language, and on the
boy’s it’s spanish. the cousins love their towns, and they love visiting
each other’s, where they notice some things are the same and some are
wonderfully different, adding up to a vibrant world full of even more
possibilities. author nicholas solis shows how border towns are special
places, beautiful and dynamic, because two cultures can be better than
one—and both cultures should be equally treasured and respected.",['similarities/differences'],"[['social', 'connection', 'identity'], ['culture', 'customs', 'heritage', 'differences', 'competence'], ['multilingual text', 'spanish and english'], ['family'], ['language:word learning'], ['community:community'], ['borders:borders'], ['culture:identity'], ['culture:similarities'], ['culture:differences'], ['cognition:awareness'], ['knowledge:knowledge'], ['skills:skills']]","spanish, english"
9781250823946.0,nana loves you more,jimmy fallon,"nana loves you more! how much does nana love you? more than the moon? more
than the stars?more than all of the planets by far! jimmy fallon, one of
the most popular entertainers in the world, will tell you just how deep a
nana's love runs.",[],nan,english
9780062865779.0,nell plants a tree,anne wynter,"""three generations of a family grow up and come together around one pecan
tree""--","['light/lighting', 'rituals/traditions']","[['family'], ['actions and consequences:actions and consequences'], ['perception:motion'], ['growth:growth'], ['family:time'], ['family:generations'], ['culture:activities']]",english
9780399247668.0,no more por favor,susan middleton elya,nan,[],"[['multilingual text', 'spanish and english'], ['language', 'glossary', 'pronunciation guide', 'word learning'], ['picky eaters'], ['language:rhyming']]","spanish, english"
9781338299588.0,"no,david!",david shannon,"this brand-new board book celebrates 20 years of the bestselling,
caldecott-winning classic featuring america's favorite trouble maker! full
color.",[],"[['family', 'parent-child relationships', 'authoritarian parenting', 'parenting styles'], ['actions and consequences'], ['social', 'insecure attachment', 'attachment'], ['self-acceptance'], ['language:minimal but repetitive text'], ['have to use pictures to decipher meaning:have to use pictures to decipher meaning']]",nan
9780593305140.0,nosotros means (a bilingual story),paloma valdivia,nan,[],"[['multilingual text', 'spanish and english'], ['family', 'parent-child relationships'], ['language:word learning'], ['seasons:seasons'], ['family:time'], ['growing up:growing up'], ['change:change']]",nan
9780593407035.0,not all sheep are boring,bobby moynihan,nan,[],nan,english
9780679805274.0,"oh,the places you'll go!",dr. seuss,"dr. seuss’s wonderfully wise oh, the places you’ll go! is the perfect gift
to celebrate all of our special milestones—from graduations to birthdays
and beyond! from soaring to high heights and seeing great sights to being
left in a lurch on a prickle-ly perch, dr. seuss addresses life’s ups and
downs with his trademark humorous verse and whimsical illustrations. the
inspiring and timeless message encourages readers to find the success that
lies within, no matter what challenges they face. a perennial favorite and
a perfect gift for anyone starting a new phase in their life!",[],nan,nan
