ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags
9780307982933,Duck and goose: Goose needs a hug,Tad Hills,"Celebrate love and friendship with the New York Times–bestselling feathered
friends Duck & Goose in this sturdy board book, perfect for preschoolers!
Now an animated series, available to stream on Apple TV+! Goose is feeling
sad. What does he need to cheer him up? He doesn't need a game of tag. Or
to stand on his head. Or a happy song. What he really, really needs... is a
hug from a good friend. Praise for the Duck & Goose series: “Duck and Goose
have taken their places alongside Frog and Toad and George and Martha as
fine examples of friendship, curiosity and problem-solving.” —Kirkus
Reviews “Charming, funny, simple, and surprising. . . Hills is master of
the light comic touch.” —The Boston Globe",[],
9780439627924,Ella the elegant elephant,Carmela & Steven D'amico,"Ella is nervous about the first day of school in her new town, but wearing
her grandmother's good luck hat makes her feel better--until the other
students tease her and call her names.","['anxiety/fear', 'help others']","[['social', 'withdrawn rejected child category'], ['self-expression'], ['starting at a new school:starting at a new school'], ['social:making friends'], ['social:bullying'], ['self:being yourself'], ['personal style:personal style'], ['social:finding your place']]"
9780374322175,"Ernest,the moose who doesn't fit",Catherine Rayner,"Ernest is a rather large moose with a rather large problem. He is so big he
can't fit inside his book! Luckily, Ernest is also a very determined moose,
and he and his little chipmunk friend aren't going to give up easily. With
some tape, odd bits of paper, and plenty of enthusiasm, the pair constructs
an enormous gatefold page by themselves, and everything fits together in
the end.",['determination'],
9781626725034,every last bubble must pop,jason carter eaton,"An afternoon of popping soap bubbles takes a turn for the adventuresome as
Dewey races to pop that one elusive bubble that keeps...getting...away!
Full color.","['adventure', 'determination']","[['cognition', 'critical thinking', 'problem-solving'], ['perception', 'motion'], ['competition'], ['perception:Motion perception'], ['language:verbs'], ['family:time'], ['social:friendship'], ['perception:changing light'], ['emotions:loneliness'], ['persistence:persistence'], ['emotions:curiosity'], ['resilience:resilience'], ['language:communication']]"
9780876145913,Everybody cooks rice,Norah Dooley,,[],"[['culture', 'foods'], ['culture:similarities'], ['culture:differences'], ['language:word learning']]"
9780062915627,Eyes that kiss in the corners,Joanna Ho,"This lyrical and stunning picture book tells a story about learning to love
and celebrate your Asian-shaped eyes, in the of spirit of Hair Love by
Matthew A. Cherry A young Asian girl notices that her eyes look different
from her peers'. They have big, round eyes and long lashes. She realizes
that her eyes are like her mother's, her grandmother's, and her little
sister's. They have eyes that kiss in the corners and glow like warm tea,
crinkle into crescent moons, and are filled with stories of the past and
hope for the future. Drawing from the strength of these powerful women in
her life, she recognizes her own beauty and discovers a path to self love
and empowerment. This powerful, poetic picture book will resonate with
readers of all ages and is a celebration of diversity.",[],"[['family', 'generations', 'relationships'], ['language', 'descriptive'], ['culture', 'identity', 'history'], ['self-acceptance'], ['self-love'], ['(dis)ability:diversity'], ['culture:identity'], ['perception:motion'], ['perception:Gestalt principles'], ['perception:texture gradient'], ['perception:relative size'], ['family:love'], ['language:repetition'], ['imagination:imagination'], ['outer beauty:outer beauty']]"
9780060542092,Fancy Nancy,Jane O'Connor,"Meet Nancy, who believes that more is ALWAYS better when it comes to being
fancy. From the top of her tiara down to her sparkly studded shoes, Nancy
is determined to teach her family a thing or two about being fancy. How
Nancy transforms her parents and little sister for one enchanted evening
makes for a story that is funny and warm -- with or without the frills.",['daily tasks/activities/routines'],"[['family', 'activities', 'time', 'parent-child relationships', 'caring for each other'], ['language', 'repetition', 'development'], ['support'], ['egocentrism'], ['preoperational stage'], ['self-concept'], ['self-confidence'], ['self-expression'], ['self-identity'], ['self-love'], ['culture:identity'], ['perception:motion perception'], ['family:love'], ['emotions:embarrassment'], ['personal style:personal style'], ['uniqueness:uniqueness'], ['language:sophisticated vocabulary'], ['social:socialization'], ['social:developing positive relationships with others'], ['creativity:creativity'], ['social:kindness'], ['language:word learning']]"
9781419755606,Fighting For Yes,Maryann Cocca-Leffler,"A picture book biography celebrating the life and work of disability rights
activist and icon Judith Heumann, highlighting one of her landmark
achievements--leading the historic 504 Sit-in in 1977 From a very young
age, Judy Heumann heard the word NO. When she wanted to attend public
school, the principal said, ""NO."" When she wanted her teaching license, the
New York Board of Education said, ""NO."" Judy and people with disabilities
everywhere were tired of hearing ""NO."" In the 1970s an important disability
rights law, Section 504 of The Rehabilitation Act of 1973, was waiting to
be signed. Judy and other disability rights activists fought for ""YES!""
They held a sit-in until Section 504 was signed into law. Section 504 laid
the foundation for the American with Disabilities Act, which was
established thanks in large part to the ongoing work of Judy and her
community. Along with a personal reflection from Judy herself, this picture
book biography captures the impact and influence of one of America's
greatest living activists.","['Determination', 'cooperation/working together']","[['cognition', 'critical thinking', 'problem-solving'], ['advocacy'], ['difficult topics:discrimination'], ['community support:community support'], ['(dis)ability:Americans With Disabilities Act']]"
9781250339942,Firebird,Misty Copeland,"Fourth Wing meets Game of Thrones in Firebird, a steamy, dangerous
shapeshifter romantasy from indie darling Juliette Cross Dragons rule Rome.
With their supreme legionnaires and flying deathriders, they conquer and
pillage and burn. Malina Bihari is taken captive by the same Roman who once
bestowed a secret talisman to her in a stolen moment long ago. Roman
general and nephew to the emperor, Julianus Dakkia never thought to see her
again—the Dacian dancer who’d set his blood on fire with her fierce, dark
beauty. While Malina plots her escape, Julian does the last thing she’d
ever expect of a dragon noble. Trusting her with a secret that would put
his head on the imperial gate could be his worst mistake. Trusting him with
her safety could cost Malina not just her own life, but that of the people
she was prophesied to free. Still, Fortuna spins her wheel, pulling them on
a perilous path that can only end in heartbreak or death. Or both.",[],"[['self-acceptance'], ['self-confidence'], ['perception:motion perception'], ['language:similes'], ['family:time'], ['practice:practice'], ['(dis)ability:diversity']]"
9781541557703,flash and gleam - light in our world,sue fliess,A gorgeous look at the many forms of light in our world.,"[""we're different but the same""]","[['emotions', 'emotional regulation', 'optimism'], ['perception', 'light'], ['celebration'], ['language:rhyming'], ['(dis)ability:diversity'], ['celebration:holidays'], ['science behind light:science behind light'], ['perception:relative size'], ['perception:Gestalt principles'], ['teaches children to find ways to shine during difficult times:teaches children to find ways to shine during difficult times'], ['resilience:resilience'], ['persistence:persistence'], ['positive psychology:positive psychology'], ['emotions:gratitude']]"
